utterance,intent,category,tags,tagalog
I need to make a consumer reclamation,complaint,FEEDBACK,BL,Kailangan kong mag - reclamation sa mga mamimili
i do not know what i need to do to make a complaint,complaint,FEEDBACK,BELQ,Hindi ko alam kung ano ang kailangan kong gawin para makapagreklamo
file complaint against your business,complaint,FEEDBACK,BK,reklamo ng talaksan laban sa inyong negosyo
I try to make a customer complaint against your company,complaint,FEEDBACK,BL,Sinisikap kong gumawa ng reklamo sa isang parokyano laban sa iyong kompanya
I try to make a complaint,complaint,FEEDBACK,BL,Sinisikap kong magreklamo
need help to make a reclamation against ur company,complaint,FEEDBACK,BLQ,kailangan ng tulong upang makagawa ng muling pag - awit laban sa ur company
i want help to file a consumer complaint,complaint,FEEDBACK,BLQ,Nais ko ng tulong upang magsampa ng reklamo ng mamimili
where can I file a complaint against your business?,complaint,FEEDBACK,BI,saan ako makapagsasampa ng reklamo laban sa inyong gawain?
I want assistance filing a complaint,complaint,FEEDBACK,B,Nais ko ng tulong upang magsampa ng reklamo
i do not know how to file a customer reclamation,complaint,FEEDBACK,BELQ,Hindi alam kung paano i-publish ang reclamation ng kostumer
where do i lodge a customer complaint against ur business,complaint,FEEDBACK,BILQ,kung saan nilalagyan ko ang isang parokyano ng reklamo laban sa ur business
I don't know how I can file a complaint,complaint,FEEDBACK,B,Hindi ko alam kung paano ako makapagsasampa ng reklamo
could you help me filing a complaint against your business?,complaint,FEEDBACK,BIP,Matutulungan mo ba akong magsampa ng reklamo laban sa iyong gawain?
I don't know what to do to file a complaint,complaint,FEEDBACK,B,Hindi ko alam kung ano ang gagawin upang magsampa ng reklamo
where to file a complaint?,complaint,FEEDBACK,BI,kung saan magrereklamo?
hepp me to make a claim against ur organization,complaint,FEEDBACK,BLQZ,ipinamamanhik niya sa akin na mag - angkin laban sa organisasyon ng ur
how do i filer a customer complaint,complaint,FEEDBACK,BILQZ,kung paano i-publish ang reklamo ng isang parokyano
how could I file a complaint?,complaint,FEEDBACK,BIP,paano ako makapagsasampa ng reklamo?
I don't know how I can make a claim against your business,complaint,FEEDBACK,BL,Hindi ko alam kung paano ako mag-aangkin laban sa inyong negosyo
can you help me to file a complaint?,complaint,FEEDBACK,BI,matutulungan mo ba akong magsampa ng reklamo?
"I am not happy with youur service, assistance filing a claim",complaint,FEEDBACK,BCELZ,"Hindi ako natutuwa sa paglilingkod sa your, tumutulong sa pag - aangkin"
can I lodge a consumer complaint?,complaint,FEEDBACK,BIL,Maaari ba akong magsampa ng reklamo sa mga mamimili?
how can I file a complaint against your business?,complaint,FEEDBACK,BI,paano ako makapagsasampa ng reklamo laban sa inyong gawain?
I have to file a complaint,complaint,FEEDBACK,B,Kailangan kong magsampa ng reklamo
assistance to make a consumer complaint,complaint,FEEDBACK,BL,tulong upang makagawa ng reklamo sa mamimili
i try to file a consumer reclamation against ur company,complaint,FEEDBACK,BLQ,Isubukang magsampa ng reclamation sa mga mamimili laban sa ur company
make consumer claim against your company,complaint,FEEDBACK,BKL,pag - aangkin ng mamimili laban sa iyong kompanya
where to file a consumer claim?,complaint,FEEDBACK,BIL,saan ilalagay ang isang mamimili na nag - aangkin?
I want assistance to make a customer relcamation,complaint,FEEDBACK,BLZ,Nais ko ng tulong upang maisauli sa dati ang isang parokyano
I want help filing a complaint against your business,complaint,FEEDBACK,B,Nais ko ng tulong upang magsampa ng reklamo laban sa inyong negosyo
make complaint,complaint,FEEDBACK,BKL,reklamo
I need assistance filing a reclamation against your company,complaint,FEEDBACK,BL,Kailangan ko ng tulong upang magsumite ng isang replamasyon laban sa inyong kompanya
assistance filing a customer claim against your company,complaint,FEEDBACK,BL,Ang pagbibigay ng tulong sa isang parokyano ay nagsasabi na siya'y laban sa iyong kompanya
I need help to file a customer claim against your business,complaint,FEEDBACK,BL,Kailangan ko ng tulong upang maisalansan ang pag - aangkin ng isang parokyano laban sa inyong negosyo
I need help to file a complaint,complaint,FEEDBACK,B,Kailangan ko ng tulong upang makapagsampa ng reklamo
where to lodge acustomer complaint against ur business,complaint,FEEDBACK,BILQZ,kung saan titigilan ang reklamo ng isang parokyano laban sa ur business
could I file a customer reclamation?,complaint,FEEDBACK,BILP,Maaari ko bang isalansan ang isang parokyano?
need to file a consumer reclamation against ur business,complaint,FEEDBACK,BLQ,Kailangang magsampa ng reclamation sa mamimili laban sa ur business
need help filing a consumer reclamation against ur company,complaint,FEEDBACK,BLQ,kailangan ng tulong sa pagsasalansan ng isang consumer reclamation laban sa ur company
I am trying to file a complaint,complaint,FEEDBACK,B,Sinisikap kong magsampa ng reklamo
complaint against your business,complaint,FEEDBACK,B,reklamo laban sa iyong negosyo
I need help to make a complaint,complaint,FEEDBACK,BL,Kailangan ko ng tulong upang makapagreklamo
can you help me filing a complaint against your business?,complaint,FEEDBACK,BI,Matutulungan mo ba akong magsampa ng reklamo laban sa iyong gawain?
want help to make a reclamation,complaint,FEEDBACK,BLQ,nais ng tulong upang makagawa ng muling pag - awit
need assistance to lodge a customer claim,complaint,FEEDBACK,BLQ,kailangan ng tulong upang matigilan ang pag - aangkin ng isang parokyano
I do not know what to do to file a complaint,complaint,FEEDBACK,BE,Hindi ko alam kung ano ang gagawin upang magsampa ng reklamo
I need help filing a complaint against your business,complaint,FEEDBACK,B,Kailangan ko ng tulong upang makapagsampa ng reklamo laban sa inyong gawain
I'm not happy with ur work i wanna make a reclamation,complaint,FEEDBACK,BCELQ,Hindi ako natutuwa sa ur work i wanna na gumawa ng reclamation
I do not know how I can file a complaint,complaint,FEEDBACK,BE,Hindi ko alam kung paano ako makapagsasampa ng reklamo
help to lodge a customer claim,complaint,FEEDBACK,BL,sa pag - aangkin ng isang parokyano
is it possible to file a consumer claim,complaint,FEEDBACK,BILQ,ay posibleng magsampa ng isang pag - aangkin ng mamimili
I'm not happy wiht ur work help me to lodge a complaint,complaint,FEEDBACK,BCELQZ,Hindi ako natutuwang trabahong wiht ur ay tumutulong sa akin na magsampa ng reklamo
help to make a consumer complaint against your business,complaint,FEEDBACK,BL,na gumawa ng reklamo sa mamimili laban sa iyong negosyo
how can I file a consumer complaint?,complaint,FEEDBACK,BIL,paano ako makapagsasampa ng reklamo para sa mga mamimili?
help me filign a consumer claim against your company,complaint,FEEDBACK,BLZ,ay tumutulong sa akin na ipagwalang - bahala ang pag - aangkin ng isang mamimili laban sa iyong kompanya
i need help lodging a customer complaint against ur company,complaint,FEEDBACK,BLQ,Kailangang tulungan ang isang parokyano na magreklamo laban sa ur company
where could I file a complaint?,complaint,FEEDBACK,BIP,Saan ako makapagbusa ng reklamo?
where do i file a fucking complaint against ur company,complaint,FEEDBACK,BILQW,kung saan ini-scan ko ang reklamo laban sa ur company
i call to file a consumer complaint against ur company,complaint,FEEDBACK,BLQ,I-publish ang reklamo ng mamimili laban sa ur company
assistance filing a claim against ur business,complaint,FEEDBACK,BLQ,pag - aangkin laban sa ur business
making customer claim against your company,complaint,FEEDBACK,BL,pag - aangkin ng parokyano laban sa iyong kompanya
could you help me to file a complaint against your business?,complaint,FEEDBACK,BIP,Matutulungan mo ba akong magsampa ng reklamo laban sa iyong negosyo?
can you help me file a complaint against your business?,complaint,FEEDBACK,BI,Matutulungan mo ba akong magsampa ng reklamo laban sa iyong negosyo?
I don't know what I have to do to file a complaint,complaint,FEEDBACK,B,Hindi ko alam kung ano ang dapat kong gawin upang magsampa ng reklamo
I have got to file a complaint against your business,complaint,FEEDBACK,B,Kailangang magsampa ako ng reklamo laban sa inyong gawain
assistance filing a complaint,complaint,FEEDBACK,B,pagtulong na magsampa ng reklamo
assistance filing a complaint against your business,complaint,FEEDBACK,B,magsampa ng reklamo laban sa iyong negosyo
I need to file a complaint against your business,complaint,FEEDBACK,B,Kailangan kong magsampa ng reklamo laban sa inyong negosyo
need help making a claim against your organization,complaint,FEEDBACK,BLQ,ay nangangailangan ng tulong upang mag - angkin laban sa iyong organisasyon
I want to file a complaint,complaint,FEEDBACK,B,Nais kong magsampa ng reklamo
I would like to file a complaint against your business,complaint,FEEDBACK,BP,Nais kong magsampa ng reklamo laban sa inyong gawain
make claim against your business,complaint,FEEDBACK,BKL,mag - angkin laban sa iyong negosyo
help me to make a customer complaint against ur organization,complaint,FEEDBACK,BLQ,ay nakatulong sa akin na gumawa ng reklamo laban sa organisasyon ng mga parokyano
I want assistance to make a consumer claim,complaint,FEEDBACK,BL,Nais ko ng tulong upang maangkin ng isang mamimili
help me file a consumer reclamation against your company,complaint,FEEDBACK,BL,ay tumutulong sa akin na magsampa ng isang reklamasyon ng mamimili laban sa iyong kompanya
I don't know how I could file a complaint,complaint,FEEDBACK,BP,Hindi ko alam kung paano ako makapagsasampa ng reklamo
"I am not happy with your service, I try to lodge an claim",complaint,FEEDBACK,BCELZ,"Hindi ako natutuwa sa inyong paglilingkod, sinisikap kong panindigan ang pag - aangkin"
I want to file a consumer complaint against your company,complaint,FEEDBACK,BL,Nais kong magsampa ng reklamo sa mamimili laban sa inyong kompanya
I need assistance to file a complaint,complaint,FEEDBACK,B,Kailangan ko ng tulong upang makapagsampa ng reklamo
i have got to make a reclamation against ur commpany,complaint,FEEDBACK,BLQZ,Kailangan kong gumawa ng reclamation laban sa ur company
where can I make a consumer complaint against your company?,complaint,FEEDBACK,BIL,Saan ako makagagawa ng reklamo laban sa inyong kompanya?
where to lodge a customer complaint against your business?,complaint,FEEDBACK,BIL,kung saan magrereklamo ang isang parokyano laban sa iyong negosyo?
I need help to lodge a bloody complaint against your company,complaint,FEEDBACK,BLW,Kailangan ko ng tulong upang maipagpatuloy ang isang madugong reklamo laban sa inyong kompanya
I want to filea claim,complaint,FEEDBACK,BLZ,Gusto kong sabihin ang filea
need hbelp making a reclamation against your organization,complaint,FEEDBACK,BLQZ,Kailangan ang pag - aayos laban sa inyong organisasyon
i want assistance to file a fucking consumer reclamation,complaint,FEEDBACK,BLQW,Nais ko ng tulong upang isalansan ang isang malakas na reklamasyon ng mamimili
help making a consumer reclamation against ur business,complaint,FEEDBACK,BLQ,ay tumutulong sa isang mamimili na gumawa ng reklamasyon laban sa negosyo ng ur
where do I file a complaint against your business?,complaint,FEEDBACK,BI,Saan ako nagrereklamo laban sa inyong gawain?
i want assistance filing a bloody claim,complaint,FEEDBACK,BLQW,nais ko ng tulong na magharap ng madugong pag - aangkin
need help filing a claim against ur organization,complaint,FEEDBACK,BLQ,kailangan ng tulong upang mag - angkin laban sa organisasyon ng ur
I call to file a complaint,complaint,FEEDBACK,B,Ako'y tumatawag upang magsampa ng reklamo
how can I file a consumer claim against your business?,complaint,FEEDBACK,BIL,paano ko maisasalansan ang isang pag - aangkin ng mamimili laban sa inyong negosyo?
I don't know what I need to do to lodge a consumer claim,complaint,FEEDBACK,BL,Hindi ko alam kung ano ang kailangan kong gawin upang maipagpatuloy ang pag - aangkin ng isang mamimili
I want help to file a complaint against your business,complaint,FEEDBACK,B,Nais ko ng tulong upang magsampa ng reklamo laban sa inyong negosyo
could you help me file a complaint?,complaint,FEEDBACK,BIP,Matutulungan mo ba akong magsampa ng reklamo?
"I am not happy with your services, make a claim",complaint,FEEDBACK,BCEL,"Hindi ako natutuwa sa inyong mga paglilingkod, nag - aangkin ako"
where can I make a consumer reclamaqtion?,complaint,FEEDBACK,BILZ,saan ako makagagawa ng reklamaqition para sa isang mamimili?
"I am not happy with your work, file a consumer rfeclamation",complaint,FEEDBACK,BCELZ,"Hindi ako natutuwa sa inyong trabaho, mag - ulat ng isang reclamation sa mamimili"
where can I file a consumer complaint against your business?,complaint,FEEDBACK,BIL,saan ako makapagsasampa ng reklamo laban sa inyong negosyo?
I would like to file a complaint,complaint,FEEDBACK,BP,Nais kong magsampa ng reklamo
i need assistance to make a bloody customer claim,complaint,FEEDBACK,BLQW,Kailangan ng tulong upang ang isang madugong parokyano ay makapag - angkin
I try to lodge a complaint,complaint,FEEDBACK,BL,Sinisikap kong magsampa ng reklamo
