utterance,intent,category,tags,tagalog,similarity,needs_review,human_corrected_tagalog
I have put the old address by mistake,change_shipping_address,SHIPPING_ADDRESS,B,Maling inilagay ko ang dating direksiyon,0.4315709769725799,True,
how do I change the shipping address?,change_shipping_address,SHIPPING_ADDRESS,BI,paano ko ba binabago ang direksiyon ng shipping?,0.7868133783340454,False,
help to change the shipping address,change_shipping_address,SHIPPING_ADDRESS,B,na baguhin ang direksiyon ng shipping,0.7744948267936707,False,
i cannot upodate my shipping address,change_shipping_address,SHIPPING_ADDRESS,BELQZ,Hindi ko ma-update ang aking direksiyon ng shipping,0.8655613660812378,False,
I have an issue changing my shipping address,change_shipping_address,SHIPPING_ADDRESS,B,Meron akong isyu na nagpapabago sa direksiyon ng shipping ko,0.8289458155632019,False,
I want help to update my address,change_shipping_address,SHIPPING_ADDRESS,BL,Nais ko ng tulong upang i - update ang aking direksiyon,0.642004132270813,True,
I need supports trying to update the shipping address,change_shipping_address,SHIPPING_ADDRESS,BLM,Kailangan ko ng suporta para ma - update ko ang adres ng shipping,0.9534945487976074,False,
help to change my shipping address,change_shipping_address,SHIPPING_ADDRESS,B,na baguhin ang aking direksiyon ng shipping,0.7959648966789246,False,
I have issues changing the shipping address,change_shipping_address,SHIPPING_ADDRESS,BM,Mayroon akong mga labas na binabago ang direksiyon ng shipping,0.7983946800231934,False,
there is a problem trying to update the delivery address,change_shipping_address,SHIPPING_ADDRESS,BL,may problema sa pag-update ng address,0.82598876953125,False,
could you tell me about changing my shipping address?,change_shipping_address,SHIPPING_ADDRESS,BIP,Maaari mo bang sabihin sa akin ang tungkol sa pagbabago ng direksiyon ng aking barko?,0.578069806098938,True,
help me changing my delivery address,change_shipping_address,SHIPPING_ADDRESS,BL,ay nakatulong sa akin na baguhin ang aking direksiyon ng panganganak,0.3056804239749908,True,
help me change my shipping address,change_shipping_address,SHIPPING_ADDRESS,B,ay nakatulong sa akin na baguhin ang aking direksiyon ng shipping,0.7676867842674255,False,
need to modify my shipping address,change_shipping_address,SHIPPING_ADDRESS,BLQ,kailangang baguhin ang aking direksiyon ng shipping,0.8185145258903503,False,
there is an issue updating my delivery address,change_shipping_address,SHIPPING_ADDRESS,BL,ay isang isyu na nagre - up ng aking pahayag,0.2634584605693817,True,
cancellation fee,check_cancellation_fee,CANCELLATION_FEE,B,Pawalang - bisa ang bayad,0.2629992067813873,True,
I want assistance to check the withdrawal fee,check_cancellation_fee,CANCELLATION_FEE,BL,Nais ko ng tulong upang suriin ang kabayaran sa paghinto,0.6558747291564941,True,
want assistance to check the cancellation charge,check_cancellation_fee,CANCELLATION_FEE,BLQ,nais ng tulong upang suriin ang paratang na pagpapawalang - bisa,0.5163097381591797,True,
I want help checking the cancellation fees,check_cancellation_fee,CANCELLATION_FEE,BM,Nais ko pong makatulong sa pagsusuri sa mga bayad sa pagpapawalang - sala,0.662896990776062,True,
wanna check the cancellationcharge,check_cancellation_fee,CANCELLATION_FEE,BLQZ,wanna ang paratang na pagpapawalang - sala,0.2475889474153518,True,
need to see the termination fees help me,check_cancellation_fee,CANCELLATION_FEE,BCLMQ,Kailangang makita ko ang mga bayad sa pag - aalis na ito ay nakatulong sa akin,0.5702528357505798,True,
I want help seeing the withdrawal fees,check_cancellation_fee,CANCELLATION_FEE,BLM,Nais ko ng tulong upang makita ang mga kabayaran sa paghinto,0.6051445007324219,True,
assistance checking the cancellation fees,check_cancellation_fee,CANCELLATION_FEE,BM,pagtulong sa pagsusuri sa mga bayad sa pagpapawalang - sala,0.7427101135253906,False,
can I check the cancellation fee?,check_cancellation_fee,CANCELLATION_FEE,BI,Maaari ko bang suriin ang bayad sa pagpapawalang - bisa?,0.6978249549865723,True,
I need assistance to see the cancellation penalties,check_cancellation_fee,CANCELLATION_FEE,BLM,Kailangan ko ng tulong upang makita ang nakanselang mga parusa,0.5814733505249023,True,
can you help me to check the cancellation fees?,check_cancellation_fee,CANCELLATION_FEE,BIM,Matutulungan mo ba akong suriin ang bayad sa pagpapawalang - sala?,0.5404196977615356,True,
i have got to see the cancellation charges,check_cancellation_fee,CANCELLATION_FEE,BLMQ,Kailangan kong makita ang mga singil sa pagpapawalang - bisa,0.5630350708961487,True,
"I cannot find the termination charge, can I get some help ?",check_cancellation_fee,CANCELLATION_FEE,BCEILZ,"Hindi ko masumpungan ang bayad sa pagtatapos, maaari ba akong humingi ng tulong?",0.6499505043029785,True,
assistance to check the early termination penalty,check_cancellation_fee,CANCELLATION_FEE,BL,tulong upang masuri ang maagang parusa ng pagtatapos,0.7981550693511963,False,
I want assistance to check the cancellation fee,check_cancellation_fee,CANCELLATION_FEE,B,Nais ko ng tulong upang masuri ang bayad sa pagpapawalang - bisa,0.7130190134048462,False,
I want assistance to see the cancellation penalty,check_cancellation_fee,CANCELLATION_FEE,BL,Nais ko ng tulong upang makita ang parusang kamatayan,0.3585613667964935,True,
I want help checking the cancellation fee,check_cancellation_fee,CANCELLATION_FEE,B,Nais ko ng tulong sa pagsusuri sa bayad sa pagpapawalang - sala,0.6870989203453064,True,
how do i see the cancellation charge,check_cancellation_fee,CANCELLATION_FEE,BILQ,paano ko makikita ang singil sa pagpapawalang - bisa,0.3406025171279907,True,
I need help to see the early termination charge,check_cancellation_fee,CANCELLATION_FEE,BL,Kailangan ko ng tulong upang makita ang maagang bayad,0.607598602771759,True,
could you help me checking the cancellation fees?,check_cancellation_fee,CANCELLATION_FEE,BIMP,Matutulungan mo ba akong suriin ang bayad sa pagpapawalang - sala?,0.5684366226196289,True,
I don't know what to do to see the early exit charges,check_cancellation_fee,CANCELLATION_FEE,BLM,Hindi ko alam kung ano ang gagawin upang makita ang maagang mga singil sa labasan,0.6726212501525879,True,
I want to check the cancellation fees,check_cancellation_fee,CANCELLATION_FEE,BM,Nais kong suriin ang bayad sa pagpapawalang - sala,0.6842803359031677,True,
I don't know what I need to do to check the early exit fees,check_cancellation_fee,CANCELLATION_FEE,BLM,Hindi ko alam kung ano ang kailangan kong gawin upang masuri ang maagang bayad sa paglabas,0.847861647605896,False,
want help seeing the cancellation penalty,check_cancellation_fee,CANCELLATION_FEE,BLQ,na makita ang parusa ng pagpapawalang - bisa,0.2985070943832397,True,
assistance to see the cancellation penalty,check_cancellation_fee,CANCELLATION_FEE,BL,tulong upang makita ang parusang kamatayan,0.4525889754295349,True,
how much would you charge me if I broke the contract?,check_cancellation_fee,CANCELLATION_FEE,BI,magkano ang ipaparatang mo sa akin kapag nilabag ko ang kontrata?,0.874351978302002,False,
i want assistance checking the early termination feees,check_cancellation_fee,CANCELLATION_FEE,BLMQZ,Nais ko ng tulong upang masuri ang maagang bayad sa pagtatapos,0.8004064559936523,False,
I want assistance to check the early termination fee,check_cancellation_fee,CANCELLATION_FEE,BL,Nais ko ng tulong upang masuri ang maagang bayad sa pagtatapos,0.7938833832740784,False,
will you show me the cancellation fees?,check_cancellation_fee,CANCELLATION_FEE,BIMP,Ipakikita mo ba sa akin ang bayad sa pagpapawalang - sala?,0.5346899032592773,True,
need help seeing the withdrawal penalties,check_cancellation_fee,CANCELLATION_FEE,BLMQ,kailangan ng tulong upang makita ang mga parusa sa paghinto,0.5151566863059998,True,
need to check the cancllation penalty how do i do it,check_cancellation_fee,CANCELLATION_FEE,BCILQZ,Kailangang suriin ang parusang cancllation kung paano gagawin ito,0.7901296615600586,False,
how do i see the termination penalty,check_cancellation_fee,CANCELLATION_FEE,BILQ,kung paano ko nakikita ang parusang pagtatapos,0.4078437089920044,True,
I need help to check the cancellation fee,check_cancellation_fee,CANCELLATION_FEE,B,Kailangan ko ng tulong upang masuri ang bayad sa pagpapawalang - bisa,0.6166828870773315,True,
how can I check the termniation fee?,check_cancellation_fee,CANCELLATION_FEE,BILZ,kung paano ko susuriin ang bayad sa terminasyon?,0.6644105911254883,True,
i need help to see the cancellation penalty,check_cancellation_fee,CANCELLATION_FEE,BLQ,kailangan ng tulong upang makita ang parusang kamatayan,0.3660472333431244,True,
I need assistance to check the early termination charges,check_cancellation_fee,CANCELLATION_FEE,BLM,Kailangan ko ng tulong upang masuri ang maagang mga paratang,0.5854134559631348,True,
what do I need to do to check the early termination charges?,check_cancellation_fee,CANCELLATION_FEE,BILM,Ano ang kailangan kong gawin upang masuri ang maagang mga paratang?,0.4882017374038696,True,
can you show me the cancellation fee?,check_cancellation_fee,CANCELLATION_FEE,BI,Maipakikita mo ba sa akin ang bayad sa pagpapawalang - sala?,0.4624577164649963,True,
I am trying to see the goddamn early termination charges,check_cancellation_fee,CANCELLATION_FEE,BLMW,Sinisikap kong makita ang diyos na sidamn na maagang winakasan ang mga paratang,0.1124993339180946,True,
can I check the cancellation fees?,check_cancellation_fee,CANCELLATION_FEE,BIM,Maaari ko bang suriin ang bayad sa pagpapawalang - bisa?,0.6946895122528076,True,
could you help me to check the cancellation fee?,check_cancellation_fee,CANCELLATION_FEE,BIP,Matutulungan mo ba akong suriin ang bayad sa pagpapawalang - sala?,0.5515865087509155,True,
i want help checking the termination fee,check_cancellation_fee,CANCELLATION_FEE,BLQ,Nais ko ng tulong upang masuri ang bayad sa pagtatapos,0.7194366455078125,False,
I cannot find the early termination penalties,check_cancellation_fee,CANCELLATION_FEE,BELM,Hindi ko makita ang maagang mga parusa ng pag - aalis,0.4316580593585968,True,
help me to see the withdrawal charge,check_cancellation_fee,CANCELLATION_FEE,BL,ay tumulong sa akin na makita ang singil sa paghinto,0.4290553629398346,True,
I do not know what I have to do to see the cancellatino fees,check_cancellation_fee,CANCELLATION_FEE,BELMZ,Hindi ko alam kung ano ang kailangan kong gawin upang makita ang mga bayad sa cancellatino,0.9387121200561525,False,
help seeing the cancellation penalties,check_cancellation_fee,CANCELLATION_FEE,BLM,ay tumutulong na makita ang nakanselang mga parusa,0.5401878356933594,True,
I try to see the early termination penalties,check_cancellation_fee,CANCELLATION_FEE,BLM,Sinisikap kong makita ang maagang mga parusa ng pagwawakas,0.7724096775054932,False,
I cannot find the cancellation fee,check_cancellation_fee,CANCELLATION_FEE,BE,Hindi ko makita ang bayad sa pagpapawalang - bisa,0.1439588218927383,True,
could you help me to check the cancellation fees?,check_cancellation_fee,CANCELLATION_FEE,BIMP,Matutulungan mo ba akong suriin ang bayad sa pagpapawalang - sala?,0.5540828704833984,True,
where do I see the withdrawal charges?,check_cancellation_fee,CANCELLATION_FEE,BILM,Saan ko nakikita ang mga singil sa paghinto?,0.5088574886322021,True,
where to cjeck the early exit fee?,check_cancellation_fee,CANCELLATION_FEE,BILZ,kung saan tatablan ang maagang bayad sa paglabas?,0.6150641441345215,True,
how could I check the cancellation fees?,check_cancellation_fee,CANCELLATION_FEE,BIMP,paano ko masusuri ang bayad sa pagpapawalang - sala?,0.3423652350902557,True,
can uhelp me see the withdrawal charges,check_cancellation_fee,CANCELLATION_FEE,BILMQ,ay makatutulong sa akin na makita ang mga singil sa paghinto,0.4241124987602234,True,
help checking the cancellation fees,check_cancellation_fee,CANCELLATION_FEE,BM,ay tumutulong sa pagsusuri sa mga bayad sa pagpapawalang - sala,0.6595175266265869,True,
i do not know how to see the early termination penalties,check_cancellation_fee,CANCELLATION_FEE,BELMQ,Hindi alam kung paano makita ang maagang mga parusa,0.6216509342193604,True,
where to check the goddamn withdrawal charge,check_cancellation_fee,CANCELLATION_FEE,BILQW,kung saan susuriin ang paratang sa paghinto ng diyosdamn,0.187390998005867,True,
is it possible to check the cancellation fees?,check_cancellation_fee,CANCELLATION_FEE,BIM,posible kayang suriin ang bayad sa pagpapawalang - bisa?,0.4116719365119934,True,
what do i need to do to check the termination penalties,check_cancellation_fee,CANCELLATION_FEE,BILMQ,kung ano ang kailangan kong gawin upang masuri ang mga parusa sa pagtapos,0.6715496778488159,True,
help to check the cancellation fees,check_cancellation_fee,CANCELLATION_FEE,BM,upang suriin ang mga bayad sa pagpapawalang - sala,0.6702873706817627,True,
need assistance seeing the termination charges,check_cancellation_fee,CANCELLATION_FEE,BLMQ,kailangan ng tulong upang makita ang mga singil sa pagpapawalang - bisa,0.6075358390808105,True,
how could I check the cancellation fee?,check_cancellation_fee,CANCELLATION_FEE,BIP,paano ko masusuri ang bayad sa pagpapawalang - bisa?,0.2442979961633682,True,
I need to check the cancellation fees,check_cancellation_fee,CANCELLATION_FEE,BM,Kailangan kong suriin ang bayad sa pagpapawalang - sala,0.6505125761032104,True,
i want assistance checking the withdrawal  fees,check_cancellation_fee,CANCELLATION_FEE,BLMQZ,Nais ko ng tulong upang suriin ang mga kabayaran sa paghinto,0.6579251289367676,True,
I have to check the early termination charge,check_cancellation_fee,CANCELLATION_FEE,BL,Kailangan kong suriin ang maagang bayad sa pagtatapos,0.7750208377838135,False,
what do I need to do to check the cancellation fees?,check_cancellation_fee,CANCELLATION_FEE,BIM,Ano ang kailangan kong gawin upang masuri ang bayad sa pagpapawalang - sala?,0.4964058101177215,True,
