utterance,intent,category,tags,tagalog
where could I check your refund policy?,check_refund_policy,REFUND,BIP,where could i check your refund policy?
I need help checking how long refunds take,check_refund_policy,REFUND,B,need ko po help checking how long refunds take
I want help to check how long refunds usually take,check_refund_policy,REFUND,B,i want help to check how long refunds usually take
I need help checking in what cases can I ask to be refunded,check_refund_policy,REFUND,B,need ko po help checking in what cases can I ask to be refunded
can you show me your refund policy?,check_refund_policy,REFUND,BI,can you show me your refund policy?
I need help to check how long refunds usually take,check_refund_policy,REFUND,B,need ko po help to check how long refunds usually take
assistance to check in what cases can I ask for refunds,check_refund_policy,REFUND,B,assistance to check in what cases can i ask for refunds
assistance to check your refund policy,check_refund_policy,REFUND,B,assistance to check your refund policy
could you show me how long refunds usually take?,check_refund_policy,REFUND,BIP,could you show me how long refunds usually take?
I want to check in what cases can I ask for a refund,check_refund_policy,REFUND,B,gusto ko po check in what cases can I ask for a refund
I need help to check in what cases can I ask for a refund,check_refund_policy,REFUND,B,need ko po help to check in what cases can I ask for a refund
is it possible to check your money back policy?,check_refund_policy,REFUND,BI,pwede ba check your money back policy??
is it possible to check how long refunds usually take?,check_refund_policy,REFUND,BI,pwede ba check how long refunds usually take??
help me check how long refunds take,check_refund_policy,REFUND,B,tulungan mo ako check how long refunds take
could you help me to check how long refunds usually take?,check_refund_policy,REFUND,BIP,could you tulungan mo ako to check how long refunds usually take?
I want help to check how long refunds take,check_refund_policy,REFUND,B,i want help to check how long refunds take
check how long refunds take,check_refund_policy,REFUND,B,check how long refunds take
I don't know how I could check your refund policy,check_refund_policy,REFUND,BP,i don't know how i could check your refund policy
could you help me check in what cases can I ask for refunds?,check_refund_policy,REFUND,BIP,could you tulungan mo ako check in what cases can I ask for refunds?
I have got to check in what cases can I ask to be refunded,check_refund_policy,REFUND,B,i have got to check in what cases can i ask to be refunded
help me to check in what cases can I ask to be refunded,check_refund_policy,REFUND,B,tulungan mo ako to check in what cases can I ask to be refunded
can I check under what circumstances can I ask for a refund?,check_refund_policy,REFUND,BI,pwede ba ako check under what circumstances can I ask for a refund??
I need assistance checking how long refunds take,check_refund_policy,REFUND,B,i need assistance checking how long refunds take
show me in what cases can I ask to be refunded,check_refund_policy,REFUND,B,show me in what cases can i ask to be refunded
I need to check how long refunds take,check_refund_policy,REFUND,B,i need to check how long refunds take
I try to check how long refunds take,check_refund_policy,REFUND,B,i try to check how long refunds take
I need help to check your money back policy,check_refund_policy,REFUND,B,need ko po help to check your money back policy
help checking your refund policy,check_refund_policy,REFUND,B,help checking your refund policy
your refund policy,check_refund_policy,REFUND,B,your refund policy
assistance checking how long refunds take,check_refund_policy,REFUND,B,assistance checking how long refunds take
help me to check how long refunds take,check_refund_policy,REFUND,B,tulungan mo ako to check how long refunds take
help checking under what circumstances can I ask for refunds,check_refund_policy,REFUND,B,help checking under what circumstances can i ask for refunds
can I check how long refunds usually take?,check_refund_policy,REFUND,BI,pwede ba ako check how long refunds usually take??
under what circumstances can I ask for a refund?,check_refund_policy,REFUND,BI,under what circumstances can i ask for a refund?
check under what circumstances can I ask for refunds,check_refund_policy,REFUND,B,check under what circumstances can i ask for refunds
are the charges for your services refundable?,check_refund_policy,REFUND,BI,are yung charges for your services refundable?
your money back policy,check_refund_policy,REFUND,B,your money back policy
can you help me check in what cases can I ask for refunds?,check_refund_policy,REFUND,BI,pwede ba tulungan mo ako check in what cases can I ask for refunds??
checking your refund policy,check_refund_policy,REFUND,B,checking your refund policy
I want help checking how long refunds usually take,check_refund_policy,REFUND,B,i want help checking how long refunds usually take
are the charges for services refundable?,check_refund_policy,REFUND,BI,are yung charges for services refundable?
could you show me in what cases can I ask for refunds?,check_refund_policy,REFUND,BIP,could you show me in what cases can i ask for refunds?
could I check in what cases can I ask for my money back?,check_refund_policy,REFUND,BIP,could i check in what cases can i ask for yung money back?
is it possible to check in what cases can I ask for refunds?,check_refund_policy,REFUND,BI,pwede ba check in what cases can I ask for refunds??
could you help me checking how long refunds usually take?,check_refund_policy,REFUND,BIP,could you tulungan mo ako checking how long refunds usually take?
I want assistance checking your money back policy,check_refund_policy,REFUND,B,i want assistance checking your money back policy
could I check your money back policy?,check_refund_policy,REFUND,BIP,could i check your money back policy?
are the charges of services refundable?,check_refund_policy,REFUND,BI,are yung charges of services refundable?
I need to check in what cases can I ask to be refunded,check_refund_policy,REFUND,B,i need to check in what cases can i ask to be refunded
I want help to check in what cases can I ask for a refund,check_refund_policy,REFUND,B,i want help to check in what cases can i ask for a refund
I do not know what I need to do to check your refund policy,check_refund_policy,REFUND,BE,i do not know what i need to do to check your refund policy
could you help me to check your money back policy?,check_refund_policy,REFUND,BIP,could you tulungan mo ako to check your money back policy?
will you show me how long refunds take?,check_refund_policy,REFUND,BIP,will you show me how long refunds take?
I want help checking in what cases can I ask for refunds,check_refund_policy,REFUND,B,i want help checking in what cases can i ask for refunds
show me under what circumstances can I ask to be refunded,check_refund_policy,REFUND,B,show me under what circumstances can i ask to be refunded
help checking how long refunds usually take,check_refund_policy,REFUND,B,help checking how long refunds usually take
can you help me to check how long refunds take?,check_refund_policy,REFUND,BI,pwede ba tulungan mo ako to check how long refunds take??
help checking in what cases can I ask for refunds,check_refund_policy,REFUND,B,help checking in what cases can i ask for refunds
what is your refund policy?,check_refund_policy,REFUND,BI,ano po yung your refund policy??
I would like to check in what cases can I ask for a refund,check_refund_policy,REFUND,BP,gusto ko po check in what cases can I ask for a refund
I try to check your money back policy,check_refund_policy,REFUND,B,i try to check your money back policy
I want to check how long refunds usually take,check_refund_policy,REFUND,B,gusto ko po check how long refunds usually take
will you show me in what cases can I ask to be refunded?,check_refund_policy,REFUND,BIP,will you show me in what cases can i ask to be refunded?
I try to check in what cases can I ask for my money back,check_refund_policy,REFUND,B,i try to check in what cases can i ask for yung money back
I want help to check in what cases can I ask for refunds,check_refund_policy,REFUND,B,i want help to check in what cases can i ask for refunds
help to check in what cases can I ask to be refunded,check_refund_policy,REFUND,B,help to check in what cases can i ask to be refunded
I try to check how long refunds usually take,check_refund_policy,REFUND,B,i try to check how long refunds usually take
I do not know how I can check your refund policy,check_refund_policy,REFUND,BE,i do not know how i can check your refund policy
could you help me check how long refunds take?,check_refund_policy,REFUND,BIP,could you tulungan mo ako check how long refunds take?
help checking how long refunds take,check_refund_policy,REFUND,B,help checking how long refunds take
help me checking in what cases can I ask for refunds,check_refund_policy,REFUND,B,tulungan mo ako checking in what cases can I ask for refunds
can you help me to check your money back policy?,check_refund_policy,REFUND,BI,pwede po ba pa-assist sa pag-check ng money back policy niyo?
I want help checking how long refunds take,check_refund_policy,REFUND,B,i want help checking how long refunds take
